Id	Form	Lemma	UPosTag	XPosTag	Feats	Head	DepRel	Deps	Misc
1148	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#350.93#351.184
1149	большая	большой	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#351.184#351.438
1150	работа	работа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#351.438#351.692
1151	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#351.692#351.946
1152	самом	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#351.946#352.2
1153	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#352.2#352.454
1154	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#352.454#352.708
1155	мало	мало	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#352.708#352.962
1156	кто	кто	PRON	_	Case=Nom	_	_	_	words-aal#@aal1975m#352.962#353.216
1157	из	из	ADP	_	_	_	_	_	words-aal#@aal1975m#353.216#353.47
1158	дизайнеров	дизайнер	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#353.47#353.724
1159	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#353.724#353.978
1160	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#353.978#354.232
1161	способен	способный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#354.232#354.486
1162	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#354.486#354.74
1163	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#354.74#354.994
1164	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	words-aal#@aal1975m#354.994#355.248
1165	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	words-aal#@aal1975m#355.248#355.502
1166	страшные	страшный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#355.502#355.756
1167	эгоисты	эгоист	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#355.756#356.028
1168	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#356.056#356.301
1169	им	они	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	words-aal#@aal1975m#356.301#356.546
1170	важно	важный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#356.546#356.791
1171	вот	вот	PART	_	_	_	_	_	words-aal#@aal1975m#356.791#357.036
1172	типа	тип	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#357.036#357.281
1173	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#357.281#357.526
1174	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#357.526#357.771
1175	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#357.771#358.016
1176	сделал	делать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#358.016#358.267
1177	а	а	CCONJ	_	_	_	_	_	words-aal#@aal1975m#358.324#358.586
1178	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#358.586#358.848
1179	неважно	неважный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#358.848#359.112
1180	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#359.197#359.49
1181	перешел	перейти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#359.49#359.783
1182	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#359.783#360.076
1183	совершенно	совершенно	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#360.076#360.369
1184	другой	другой	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#360.369#360.662
1185	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#360.662#360.955
1186	метауровень	метауровень	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#360.955#361.248
1187	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#361.248#361.541
1188	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#361.541#361.834
1189	там	там	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#361.834#362.127
1190	кайфово	кайфово	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#362.127#362.42
1191	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#362.42#362.713
1192	вот	вот	PART	_	_	_	_	_	words-aal#@aal1975m#362.713#363.006
1193	именно	именно	PART	_	_	_	_	_	words-aal#@aal1975m#363.006#363.299
1194	с	с	ADP	_	_	_	_	_	words-aal#@aal1975m#363.299#363.592
1195	помощью	помощь	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#363.592#363.885
1196	большого	большой	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#363.885#364.178
1197	механизма	механизм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#364.178#364.471
1198	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#364.471#364.764
1199	делаю	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#364.764#365.057
1200	большие	большой	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#365.057#365.35
1201	задачи	задача	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#365.35#365.643
1202	которые	который	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#365.643#365.936
1203	иначе	иначе	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#365.936#366.229
1204	никак	никак	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#366.229#366.522
1205	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#366.522#366.815
1206	сделать	делать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#366.815#367.126
1207	знак	знак	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#374.272#375.726
1208	рубля	рубль	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#375.726#377.181
